p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	aln	tcas	D.Symbol	D.Name	tcas_name	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC0063803	5.89152623098295e-37	0.568498844100075	0.576	0.367	6.23735882074165e-33	11	TcasGA2-TC006380	TcasGA2_TC006380	gnl|WGS:AAJJ|TC006380-PA	CG7791	uncharacterized protein Dmel_CG7791	TcasGA2-TC006380	CM000283.3	8191651	8197094	5444	+	Mitochondrial intermediate peptidase-like Protein	8
TcasGA2-TC0320292	6.7565919097001e-37	0.408477030962067	0.568	0.351	7.1532038547995e-33	11	TcasGA2-TC032029	TcasGA2_TC032029	gnl|WGS:AAJJ|TC032029-PA	Epg5	ectopic P-granules autophagy protein 5, isoform D	TcasGA2-TC032029	CM000277.3	5279134	5281536	2403	+	hypothetical protein	2
TcasGA2-TC0001115	9.9154630948668e-37	0.495857180751315	0.923	0.585	1.04975007785355e-32	11	TcasGA2-TC000111	TcasGA2_TC000111	gnl|WGS:AAJJ|TC000111-PA	CG15120	uncharacterized protein Dmel_CG15120	TcasGA2-TC000111	CM000278.3	11039231	11040185	955	-	Parkin coregulated gene protein homolog-like Protein	3
TcasGA2-TC0139432	1.46054535108653e-36	0.539906488183129	0.477	0.282	1.54627936319531e-32	11	TcasGA2-TC013943	TcasGA2_TC013943	gnl|WGS:AAJJ|TC013943-PA	CG31301	uncharacterized protein Dmel_CG31301	TcasGA2-TC013943	CM000280.3	2655309	2655967	659	+	hypothetical protein	5
TcasGA2-TC0003194	3.06740346632422e-36	0.476380879106946	0.852	0.54	3.24746004979745e-32	11	TcasGA2-TC000319	TcasGA2_TC000319	gnl|WGS:AAJJ|TC000319-PA	Hex-A	hexokinase A, isoform A	TcasGA2-TC000319	CM000277.3	13070823	13077473	6651	-	Hexokinase type 2-like Protein	2
TcasGA2-TC0123702	6.80345431561057e-36	0.724614187236055	0.379	0.201	7.20281708393691e-32	11	TcasGA2-TC012370	TcasGA2_TC012370	gnl|WGS:AAJJ|TC012370-PA	CG32801	uncharacterized protein Dmel_CG32801	TcasGA2-TC012370	CM000284.3	5792867	5793435	569	+	hypothetical protein	9
TcasGA2-TC0131103	7.99208863221943e-36	0.567081452710517	0.487	0.294	8.46122423493071e-32	11	TcasGA2-TC013110	TcasGA2_TC013110	gnl|WGS:AAJJ|TC013110-PA	Mics1	mitochondrial morphology and cristae structure 1	TcasGA2-TC013110	CM000280.3	13638680	13640319	1640	-	Growth hormone-inducible transmembrane protein-like Protein	5
TcasGA2-TC0048243	1.76697623289858e-35	0.490053908034501	0.665	0.448	1.87069773776973e-31	11	TcasGA2-TC004824	TcasGA2_TC004824	gnl|WGS:AAJJ|TC004824-PA	Hen1	Hen1 methyltransferase	TcasGA2-TC004824	CM000277.3	2448994	2457607	8614	+	hypothetical protein	2
TcasGA2-TC0043715	2.59111842726632e-35	0.603005589867432	0.584	0.375	2.74321707894685e-31	11	TcasGA2-TC004371	TcasGA2_TC004371	gnl|WGS:AAJJ|TC004371-PA	CG44836	uncharacterized protein Dmel_CG44836, isoform E	TcasGA2-TC004371	CM000285.3	7005446	7011171	5726	-	hypothetical protein	10
TcasGA2-TC0158242	2.88012184375003e-35	0.711281465873798	0.447	0.261	3.04918499597816e-31	11	TcasGA2-TC015824	TcasGA2_TC015824	gnl|WGS:AAJJ|TC015824-PA	MED26	mediator complex subunit 26, isoform A	TcasGA2-TC015824	CM000281.3	8961582	8964236	2655	+	hypothetical protein	6
TcasGA2-TC0318002	3.78547102011961e-35	0.683307516443762	0.385	0.207	4.00767816900063e-31	11	TcasGA2-TC031800	TcasGA2_TC031800	gnl|WGS:AAJJ|TC031800-PA	Sgt	small glutamine-rich tetratricopeptide containing protein, isoform B	TcasGA2-TC031800	KQ971409.1	290688	291564	877	+	Small glutamine-rich tetratricopeptide repeat-containing protein alpha-like Protein	NA
TcasGA2-TC0027734	5.57955420223741e-35	0.531695149135649	0.931	0.628	5.90707403390875e-31	11	TcasGA2-TC002773	TcasGA2_TC002773	gnl|WGS:AAJJ|TC002773-PA	LManIII	lysosomal alpha-mannosidase III, isoform B	TcasGA2-TC002773	CM000278.3	11812877	11844923	32047	-	hypothetical protein	3
TcasGA2-TC0031252	1.42470098962189e-34	0.648765955106919	0.444	0.261	1.5083309377127e-30	11	TcasGA2-TC003125	TcasGA2_TC003125	gnl|WGS:AAJJ|TC003125-PA	CG6178	uncharacterized protein Dmel_CG6178	TcasGA2-TC003125	CM000278.3	1383108	1386535	3428	-	Luciferin 4-monooxygenase-like Protein	3
TcasGA2-TC0153172	1.55233080481608e-34	0.377088229816604	0.574	0.365	1.64345262305878e-30	11	TcasGA2-TC015317	TcasGA2_TC015317	gnl|WGS:AAJJ|TC015317-PA	CG3815	uncharacterized protein Dmel_CG3815	TcasGA2-TC015317	CM000281.3	561721	570779	9059	-	hypothetical protein	6
TcasGA2-TC0076733	4.16953584509448e-34	0.708757167367111	0.44	0.263	4.41428759920153e-30	11	TcasGA2-TC007673	TcasGA2_TC007673	gnl|WGS:AAJJ|TC007673-PA	AOX2	aldehyde oxidase 2	TcasGA2-TC007673	CM000279.2	1076773	1078525	1753	-	hypothetical protein	4
TcasGA2-TC0062175	7.01953897678759e-34	0.551473145564735	0.6	0.398	7.43158591472502e-30	11	TcasGA2-TC006217	TcasGA2_TC006217	gnl|WGS:AAJJ|TC006217-PA	Atg18a	Autophagy-related 18a, isoform F	TcasGA2-TC006217	CM000283.3	5179078	5192167	13090	+	WD repeat domain phosphoinositide-interacting protein 2-like Protein	8
TcasGA2-TC0092024	1.14720676157917e-33	0.678179850658498	0.487	0.302	1.21454779848386e-29	11	TcasGA2-TC009202	TcasGA2_TC009202	gnl|WGS:AAJJ|TC009202-PA	YME1L	YME1 like ATPase, isoform D	TcasGA2-TC009202	CM000282.3	3210572	3213714	3143	-	ATP-dependent zinc metalloprotease YME1 homolog-like Protein	7
TcasGA2-TC0065192	1.75590963466635e-33	0.354094261163024	0.452	0.262	1.85898153022127e-29	11	TcasGA2-TC006519	TcasGA2_TC006519	gnl|WGS:AAJJ|TC006519-PA	levy	levy, isoform B	TcasGA2-TC006519	CM000283.3	10891472	10892387	916	+	Cytochrome c oxidase subunit 6A1, mitochondrial-like Protein	8
TcasGA2-TC0163584	3.20630696287576e-33	0.489193592509275	0.848	0.557	3.39451718159657e-29	11	TcasGA2-TC016358	TcasGA2_TC016358	gnl|WGS:AAJJ|TC016358-PA	QIL1	QIL1	TcasGA2-TC016358	CM000282.3	7005007	7006591	1585	+	hypothetical protein	7
TcasGA2-TC0077944	3.02519833361534e-32	0.575197561129647	0.492	0.306	3.20277747579856e-28	11	TcasGA2-TC007794	TcasGA2_TC007794	gnl|WGS:AAJJ|TC007794-PA	Nuak1	Nuak1 ortholog, isoform D	TcasGA2-TC007794	CM000279.2	628963	631290	2328	+	Calcium/calmodulin-dependent protein kinase type II alpha chain-like Protein	4
TcasGA2-TC0010203	1.02824537247883e-31	0.664444847879972	0.439	0.269	1.08860337584334e-27	11	TcasGA2-TC001020	TcasGA2_TC001020	gnl|WGS:AAJJ|TC001020-PA	phtf	phtf	TcasGA2-TC001020	CM000277.3	9906450	9910301	3852	+	Putative homeodomain transcription factor-like Protein	2
TcasGA2-TC0125983	2.04600244200706e-31	0.400649982957713	0.6	0.399	2.16610278535287e-27	11	TcasGA2-TC012598	TcasGA2_TC012598	gnl|WGS:AAJJ|TC012598-PA	Octbeta3R	octopamine beta3 receptor, isoform G	TcasGA2-TC012598	CM000284.3	11910604	11931236	20633	+	Octopamine receptor beta-3R-like Protein	9
TcasGA2-TC0144795	2.98829349205053e-31	0.401662640183729	0.882	0.55	3.1637063200339e-27	11	TcasGA2-TC014479	TcasGA2_TC014479	gnl|WGS:AAJJ|TC014479-PA	Haspin	haspin	TcasGA2-TC014479	CM000280.3	10916376	10917146	771	+	hypothetical protein	5
TcasGA2-TC0055444	5.59126369441599e-31	0.359006563249878	0.748	0.487	5.91947087327821e-27	11	TcasGA2-TC005544	TcasGA2_TC005544	gnl|WGS:AAJJ|TC005544-PA	Swip-1	Swiprosin-1, isoform B	TcasGA2-TC005544	CM000283.3	11466805	11467407	603	-	EF-hand domain-containing protein D2 homolog-like Protein	8
TcasGA2-TC0306762	7.32429708418357e-31	0.714308803994591	0.381	0.214	7.75423332302515e-27	11	TcasGA2-TC030676	TcasGA2_TC030676	gnl|WGS:AAJJ|TC030676-PA	Hr51	hormone receptor 51	TcasGA2-TC030676	CM000280.3	13178221	13185174	6954	-	Protein tailless-like Protein	5
TcasGA2-TC0039074	2.33388683996658e-30	0.479276101260769	0.91	0.638	2.47088599747262e-26	11	TcasGA2-TC003907	TcasGA2_TC003907	gnl|WGS:AAJJ|TC003907-PA	Gbs-70E	glycogen binding subunit 70E, isoform A	TcasGA2-TC003907	CM000278.3	26506623	26510936	4314	+	hypothetical protein	3
TcasGA2-TC0137025	3.80795582044413e-30	0.563966846792879	0.623	0.42	4.0314828271042e-26	11	TcasGA2-TC013702	TcasGA2_TC013702	gnl|WGS:AAJJ|TC013702-PA	rngo	rings lost, isoform B	TcasGA2-TC013702	CM000280.3	5705561	5710180	4620	-	Protein DDI1 homolog 2-like Protein	5
TcasGA2-TC0333603	1.58725656656866e-29	0.5353326140834	0.479	0.305	1.68042852702624e-25	11	TcasGA2-TC033360	TcasGA2_TC033360	gnl|WGS:AAJJ|TC033360-PA	Usp2	ubiquitin specific protease 2, isoform I	TcasGA2-TC033360	CM000281.3	2053477	2054448	972	-	Ubiquitin carboxyl-terminal hydrolase nonstop-like Protein	6
TcasGA2-TC0326122	2.25025668733089e-29	0.743123692240859	0.334	0.18	2.38234675487722e-25	11	TcasGA2-TC032612	TcasGA2_TC032612	gnl|WGS:AAJJ|TC032612-PA	CalpB	Calpain-B, isoform B	TcasGA2-TC032612	CM000278.3	20327387	20338475	11089	-	Calpain-B-like Protein	3
TcasGA2-TC0345514	5.62039577005171e-29	0.59084250423213	0.46	0.294	5.95031300175375e-25	11	TcasGA2-TC034551	TcasGA2_TC034551	gnl|WGS:AAJJ|TC034551-PA	CAH7	carbonic anhydrase 7, isoform B	TcasGA2-TC034551	CM000277.3	6619084	6620597	1514	-	Carbonic anhydrase 15-like protein	2
TcasGA2-TC0146405	1.03282769721781e-28	0.283318791149785	0.75	0.495	1.0934546830445e-24	11	TcasGA2-TC014640	TcasGA2_TC014640	gnl|WGS:AAJJ|TC014640-PA	CG3630	uncharacterized protein Dmel_CG3630, isoform C	TcasGA2-TC014640	CM000280.3	12716387	12718053	1667	+	Actin-binding Rho-activating protein-like Protein	5
TcasGA2-TC0153182	1.25658239159913e-28	0.435282204069821	0.519	0.341	1.330343777986e-24	11	TcasGA2-TC015318	TcasGA2_TC015318	gnl|WGS:AAJJ|TC015318-PA	CG2059	uncharacterized protein Dmel_CG2059, isoform B	TcasGA2-TC015318	CM000281.3	559370	560619	1250	-	Alpha/beta hydrolase domain-containing protein 11-like Protein	6
TcasGA2-TC0110853	3.38883537585943e-28	0.359048014678095	0.894	0.589	3.58776001242238e-24	11	TcasGA2-TC011085	TcasGA2_TC011085	gnl|WGS:AAJJ|TC011085-PA	RpS14b	ribosomal protein S14b, isoform B	TcasGA2-TC011085	KQ971410.1	615986	616988	1003	-	40S ribosomal protein S14-like Protein	NA
TcasGA2-TC0037114	7.72952504378173e-28	0.588643960281873	0.418	0.257	8.18324816385171e-24	11	TcasGA2-TC003711	TcasGA2_TC003711	gnl|WGS:AAJJ|TC003711-PA	ArgRS-m	Arginyl-tRNA synthetase, mitochondrial, isoform B	TcasGA2-TC003711	CM000278.3	13547724	13554228	6505	+	putative arginine--tRNA ligase, cytoplasmic-like Protein	3
TcasGA2-TC0055044	2.19646378259711e-27	0.419967160014748	0.597	0.409	2.32539620663556e-23	11	TcasGA2-TC005504	TcasGA2_TC005504	gnl|WGS:AAJJ|TC005504-PA	Mdh2	malate dehydrogenase 2	TcasGA2-TC005504	CM000283.3	12023035	12026059	3025	-	Malate dehydrogenase, mitochondrial-like Protein	8
TcasGA2-TC0348532	3.38805412842776e-27	0.593548922230171	0.427	0.27	3.58693290576646e-23	11	TcasGA2-TC034853	TcasGA2_TC034853	gnl|WGS:AAJJ|TC034853-PA	CG1387	uncharacterized protein Dmel_CG1387	TcasGA2-TC034853	CM000284.3	5156	7700	2545	+	hypothetical protein	9
TcasGA2-TC0109934	3.87189893861303e-27	0.295229509292424	0.797	0.535	4.09917940630961e-23	11	TcasGA2-TC010993	TcasGA2_TC010993	gnl|WGS:AAJJ|TC010993-PA	CG12395	uncharacterized protein Dmel_CG12395	TcasGA2-TC010993	CM000284.3	3419960	3420881	922	+	Sperm flagellar protein 1-like Protein	9
TcasGA2-TC0344954	8.43218938600686e-27	0.277391363696332	0.985	0.84	8.92715890296547e-23	11	TcasGA2-TC034495	TcasGA2_TC034495	gnl|WGS:AAJJ|TC034495-PA	CG17829	uncharacterized protein Dmel_CG17829, isoform C	TcasGA2-TC034495	KQ972548.1	10511	16479	5969	+	hypothetical protein	NA
TcasGA2-TC0006862	1.49870950917713e-26	0.603700740726048	0.434	0.275	1.58668375736582e-22	11	TcasGA2-TC000686	TcasGA2_TC000686	gnl|WGS:AAJJ|TC000686-PA	Gs1l	GS1-like, isoform B	TcasGA2-TC000686	CM000277.3	7594912	7596019	1108	-	putative pseudouridine-5'-monophosphatase-like Protein	2
TcasGA2-TC0004674	1.97001534403096e-26	0.315345704423947	0.824	0.529	2.08565524472558e-22	11	TcasGA2-TC000467	TcasGA2_TC000467	gnl|WGS:AAJJ|TC000467-PA	TBCB	tubulin-binding cofactor B	TcasGA2-TC000467	CM000277.3	10919180	10920297	1118	-	Tubulin-folding cofactor B-like Protein	2
TcasGA2-TC0159914	2.58743657615666e-26	0.469313307542864	0.523	0.353	2.73931910317706e-22	11	TcasGA2-TC015991	TcasGA2_TC015991	gnl|WGS:AAJJ|TC015991-PA	CG7215	uncharacterized protein Dmel_CG7215, isoform B	TcasGA2-TC015991	CM000283.3	171192	171584	393	+	Ubiquitin-like protein 4A	8
TcasGA2-TC0337254	1.05418186196815e-25	0.298903987447772	0.587	0.401	1.11606233726568e-21	11	TcasGA2-TC033725	TcasGA2_TC033725	gnl|WGS:AAJJ|TC033725-PA	CG13551	uncharacterized protein Dmel_CG13551, isoform A	TcasGA2-TC033725	CM000282.3	13007219	13007756	538	+	ATPase inhibitor mai-2, mitochondrial-like Protein	7
TcasGA2-TC0163803	3.45771608199373e-25	0.690878479484291	0.353	0.21	3.66068401600676e-21	11	TcasGA2-TC016380	TcasGA2_TC016380	gnl|WGS:AAJJ|TC016380-PA	Atg2	Autophagy-related 2, isoform B	TcasGA2-TC016380	CM000282.3	6802465	6817409	14945	-	Autophagy-related protein 2 homolog B-like Protein	7
TcasGA2-TC0064974	7.53210001962828e-25	0.36470413765387	0.944	0.583	7.97423429078046e-21	11	TcasGA2-TC006497	TcasGA2_TC006497	gnl|WGS:AAJJ|TC006497-PA	rhea	rhea, isoform B	TcasGA2-TC006497	CM000283.3	10600850	10604627	3778	+	Uncharacterized protein KIAA0556-like Protein	8
TcasGA2-TC0054992	2.14160948862071e-24	0.665613422567127	0.303	0.166	2.26732196560275e-20	11	TcasGA2-TC005499	TcasGA2_TC005499	gnl|WGS:AAJJ|TC005499-PA	CG10175	uncharacterized protein Dmel_CG10175, isoform C	TcasGA2-TC005499	CM000283.3	12092179	12093825	1647	-	Esterase P-like Protein	8
TcasGA2-TC0344072	2.5960186406685e-24	0.498825403580715	0.313	0.172	2.74840493487574e-20	11	TcasGA2-TC034407	TcasGA2_TC034407	gnl|WGS:AAJJ|TC034407-PA	Rpn6	regulatory particle non-ATPase 6, isoform C	TcasGA2-TC034407	CM000284.3	12217454	12219398	1945	+	26S proteasome non-ATPase regulatory subunit 11-like Protein	9
TcasGA2-TC0080664	4.74706082898022e-24	0.588449417705586	0.387	0.24	5.02571329964135e-20	11	TcasGA2-TC008066	TcasGA2_TC008066	gnl|WGS:AAJJ|TC008066-PA	CG3530	uncharacterized protein Dmel_CG3530, isoform B	TcasGA2-TC008066	CM000279.2	4494182	4496811	2630	+	Myotubularin-related protein 8-like Protein	4
TcasGA2-TC0149444	1.59405554677558e-23	0.624129170402041	0.418	0.275	1.6876266073713e-19	11	TcasGA2-TC014944	TcasGA2_TC014944	gnl|WGS:AAJJ|TC014944-PA	CG32436	uncharacterized protein Dmel_CG32436	TcasGA2-TC014944	CM000281.3	7577813	7583424	5612	-	hypothetical protein	6
TcasGA2-TC0162313	3.07000285009331e-23	0.348527639861175	0.611	0.422	3.25021201739378e-19	11	TcasGA2-TC016231	TcasGA2_TC016231	gnl|WGS:AAJJ|TC016231-PA	CG1463	uncharacterized protein Dmel_CG1463, isoform B	TcasGA2-TC016231	CM000285.3	4582040	4583703	1664	+	Box C/D snoRNA protein 1-like Protein	10
TcasGA2-TC0311114	3.26386443499773e-23	0.29576879828573	0.65	0.438	3.4554532773321e-19	11	TcasGA2-TC031111	TcasGA2_TC031111	gnl|WGS:AAJJ|TC031111-PA	CG14305	uncharacterized protein Dmel_CG14305, isoform A	TcasGA2-TC031111	CM000279.2	6992841	7058697	65857	-	Serine/threonine-protein kinase CG17528-like Protein	4
TcasGA2-TC0105484	5.45652258942183e-23	0.364232617165929	0.926	0.578	5.7768204654209e-19	11	TcasGA2-TC010548	TcasGA2_TC010548	gnl|WGS:AAJJ|TC010548-PA	OtopLc	Otopetrin-like c, isoform D	TcasGA2-TC010548	CM000278.3	15382674	15387524	4851	+	hypothetical protein	3
TcasGA2-TC0001043	2.95977614855209e-22	0.540296613468418	0.382	0.245	3.1335150084721e-18	11	TcasGA2-TC000104	TcasGA2_TC000104	gnl|WGS:AAJJ|TC000104-PA	mbf1	multiprotein bridging factor 1, isoform D	TcasGA2-TC000104	CM000278.3	11112168	11115482	3315	-	Endothelial differentiation-related factor 1-like Protein	3
TcasGA2-TC0348774	3.10196838818849e-22	0.327174217752399	0.539	0.368	3.28405393257516e-18	11	TcasGA2-TC034877	TcasGA2_TC034877	gnl|WGS:AAJJ|TC034877-PA	CG30100	uncharacterized protein Dmel_CG30100, isoform B	TcasGA2-TC034877	CM000284.3	9552354	9553078	725	-	putative peptide chain release factor C12orf65 homolog, mitochondrial-like protein	9
TcasGA2-TC0034082	3.19677048666153e-22	0.638257935088492	0.279	0.154	3.38442091422856e-18	11	TcasGA2-TC003408	TcasGA2_TC003408	gnl|WGS:AAJJ|TC003408-PA	CG9205	uncharacterized protein Dmel_CG9205, isoform A	TcasGA2-TC003408	CM000278.3	4464086	4466253	2168	+	Oxysterol-binding protein-related protein 11-like Protein	3
TcasGA2-TC0077115	4.19292918789488e-22	0.47708501367515	0.544	0.384	4.43905413122431e-18	11	TcasGA2-TC007711	TcasGA2_TC007711	gnl|WGS:AAJJ|TC007711-PA	Tom70	translocase of outer membrane 70, isoform A	TcasGA2-TC007711	CM000279.2	70155	72154	2000	+	Mitochondrial import receptor subunit TOM70-like Protein	4
TcasGA2-TC0129925	1.2969224142089e-21	0.520097853412706	0.485	0.341	1.37305175992296e-17	11	TcasGA2-TC012992	TcasGA2_TC012992	gnl|WGS:AAJJ|TC012992-PA	Ythdf	YTH N6-methyladenosine RNA binding protein, isoform D	TcasGA2-TC012992	CM000280.3	15442767	15446536	3770	-	YTH domain-containing family protein 2-like Protein	5
TcasGA2-TC0128444	1.80916259158949e-21	0.302100885110013	0.669	0.461	1.91536043571579e-17	11	TcasGA2-TC012844	TcasGA2_TC012844	gnl|WGS:AAJJ|TC012844-PA	Mdh2	malate dehydrogenase 2	TcasGA2-TC012844	CM000284.3	15687912	15689391	1480	-	Malate dehydrogenase, mitochondrial-like Protein	9
TcasGA2-TC0117592	1.927238868797e-21	0.625533508628773	0.302	0.173	2.04036779039538e-17	11	TcasGA2-TC011759	TcasGA2_TC011759	gnl|WGS:AAJJ|TC011759-PA	trbd	trabid	TcasGA2-TC011759	CM000284.3	13893397	13900930	7534	-	Ubiquitin thioesterase trabid-like Protein	9
TcasGA2-TC0147903	5.90585923144295e-21	0.58576401179166	0.308	0.181	6.25253316832865e-17	11	TcasGA2-TC014790	TcasGA2_TC014790	gnl|WGS:AAJJ|TC014790-PA	Als2	amyotrophic lateral sclerosis 2	TcasGA2-TC014790	CM000280.3	15114768	15120392	5625	+	Alsin-like Protein	5
TcasGA2-TC0154984	1.20986500597294e-20	0.447233822043034	0.503	0.354	1.28088408182355e-16	11	TcasGA2-TC015498	TcasGA2_TC015498	gnl|WGS:AAJJ|TC015498-PA	Octbeta2R	octopamine beta2 receptor, isoform A	TcasGA2-TC015498	CM000281.3	1541850	1546134	4285	+	hypothetical protein	6
TcasGA2-TC0320304	1.35865612802645e-20	0.482743207123049	0.432	0.295	1.43840924274161e-16	11	TcasGA2-TC032030	TcasGA2_TC032030	gnl|WGS:AAJJ|TC032030-PA	CG4538	uncharacterized protein Dmel_CG4538, isoform C	TcasGA2-TC032030	CM000277.3	5281630	5289888	8259	-	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	2
TcasGA2-TC0020804	2.19471336030708e-20	0.521631765492812	0.35	0.217	2.32354303455711e-16	11	TcasGA2-TC002080	TcasGA2_TC002080	gnl|WGS:AAJJ|TC002080-PA	Rsbp15	radial spoke binding protein 15	TcasGA2-TC002080	CM000285.3	6101259	6105343	4085	-	hypothetical protein	10
TcasGA2-TC0149802	2.59837436279118e-20	0.406016693108136	0.382	0.25	2.75089893788702e-16	11	TcasGA2-TC014980	TcasGA2_TC014980	gnl|WGS:AAJJ|TC014980-PA	CG40045	uncharacterized protein Dmel_CG40045, isoform A	TcasGA2-TC014980	CM000281.3	5502196	5503880	1685	-	Ubiquitin-conjugating enzyme E2-17 kDa-like Protein	6
TcasGA2-TC0135032	3.39785648379223e-20	0.558403806122168	0.342	0.213	3.59731065939083e-16	11	TcasGA2-TC013503	TcasGA2_TC013503	gnl|WGS:AAJJ|TC013503-PA	CG31935	uncharacterized protein Dmel_CG31935	TcasGA2-TC013503	CM000280.3	8718146	8722365	4220	-	Rab3 GTPase-activating protein catalytic subunit-like Protein	5
TcasGA2-TC0089984	3.51421184968316e-20	0.283244751430897	0.752	0.494	3.72049608525956e-16	11	TcasGA2-TC008998	TcasGA2_TC008998	gnl|WGS:AAJJ|TC008998-PA	ps	pasilla, isoform K	TcasGA2-TC008998	CM000282.3	8949068	8973155	24088	-	RNA-binding protein Nova-1-like Protein	7
TcasGA2-TC0030774	3.75956206274345e-20	0.265976215381021	0.75	0.498	3.98024835582649e-16	11	TcasGA2-TC003077	TcasGA2_TC003077	gnl|WGS:AAJJ|TC003077-PA	CG15708	uncharacterized protein Dmel_CG15708	TcasGA2-TC003077	CM000278.3	2638736	2639886	1151	-	hypothetical protein	3
TcasGA2-TC0115353	6.5385314382869e-20	0.484541345182272	0.458	0.321	6.92234323371434e-16	11	TcasGA2-TC011535	TcasGA2_TC011535	gnl|WGS:AAJJ|TC011535-PA	CG18815	uncharacterized protein Dmel_CG18815, isoform A	TcasGA2-TC011535	CM000278.3	3651483	3652955	1473	+	Acyl-protein thioesterase 1-like Protein	3
TcasGA2-TC0139163	7.87384813781124e-20	0.496276934959091	0.366	0.238	8.33604302350075e-16	11	TcasGA2-TC013916	TcasGA2_TC013916	gnl|WGS:AAJJ|TC013916-PA	SCCRO	squamous cell carcinoma-related oncogene, isoform E	TcasGA2-TC013916	CM000280.3	2205989	2207665	1677	-	DCN1-like protein	5
TcasGA2-TC0010755	9.79433182892972e-20	0.325474881155575	0.526	0.374	1.03692591072879e-15	11	TcasGA2-TC001075	TcasGA2_TC001075	gnl|WGS:AAJJ|TC001075-PA	TTLL6B	tubulin tyrosine ligase-like 6B	TcasGA2-TC001075	CM000277.3	10574280	10580804	6525	+	Tubulin polyglutamylase ttll6-like Protein	2
TcasGA2-TC0074431	2.25081721431088e-19	0.472644600577962	0.285	0.166	2.38294018479093e-15	11	TcasGA2-TC007443	TcasGA2_TC007443	gnl|WGS:AAJJ|TC007443-PA	CG9578	uncharacterized protein Dmel_CG9578	TcasGA2-TC007443	CM000279.2	4401515	4403010	1496	-	TIP41-like protein	4
TcasGA2-TC0124222	5.03693752399894e-19	0.613870870563771	0.287	0.169	5.33260575665767e-15	11	TcasGA2-TC012422	TcasGA2_TC012422	gnl|WGS:AAJJ|TC012422-PA	Bsg25D	Blastoderm-specific gene 25D, isoform G	TcasGA2-TC012422	CM000284.3	7099949	7114671	14723	+	hypothetical protein	9
TcasGA2-TC0343274	8.34940152357537e-19	0.296496433059828	0.994	0.839	8.83951139300925e-15	11	TcasGA2-TC034327	TcasGA2_TC034327	gnl|WGS:AAJJ|TC034327-PA	Moe	moesin, isoform A	TcasGA2-TC034327	CM000284.3	7077071	7084037	6967	-	hypothetical protein	9
TcasGA2-TC0115563	9.38490322481665e-19	0.483971672015687	0.379	0.254	9.93579704411338e-15	11	TcasGA2-TC011556	TcasGA2_TC011556	gnl|WGS:AAJJ|TC011556-PA	SCCRO4	squamous cell carcinoma-related oncogene 4, isoform E	TcasGA2-TC011556	KQ971866.1	63683	66747	3065	+	DCN1-like protein	NA
TcasGA2-TC0338174	4.11433740363066e-18	0.373807751163033	0.495	0.357	4.35584900922378e-14	11	TcasGA2-TC033817	TcasGA2_TC033817	gnl|WGS:AAJJ|TC033817-PA	CG15890	uncharacterized protein Dmel_CG15890, isoform B	TcasGA2-TC033817	CM000282.3	9845203	9853135	7933	+	hypothetical protein	7
TcasGA2-TC0091994	6.10495236959951e-18	0.264225725511068	0.769	0.503	6.463313073695e-14	11	TcasGA2-TC009199	TcasGA2_TC009199	gnl|WGS:AAJJ|TC009199-PA	Ppi1	protein phosphatase 1c interacting protein 1, isoform B	TcasGA2-TC009199	CM000282.3	3230325	3235734	5410	-	hypothetical protein	7
TcasGA2-TC0141132	7.72672060351222e-17	0.444753945398216	0.394	0.279	8.18027910293839e-13	11	TcasGA2-TC014113	TcasGA2_TC014113	gnl|WGS:AAJJ|TC014113-PA	eIF4A	eukaryotic translation initiation factor 4A, isoform E	TcasGA2-TC014113	CM000280.3	5758820	5765628	6809	+	Eukaryotic initiation factor 4A-like Protein	5
TcasGA2-TC0000504	3.17081808515629e-16	0.345994315756526	0.474	0.345	3.35694510675497e-12	11	TcasGA2-TC000050	TcasGA2_TC000050	gnl|WGS:AAJJ|TC000050-PA	Arpc1	Actin-related protein 2/3 complex, subunit 1, isoform A	TcasGA2-TC000050	CM000278.3	10785475	10789048	3574	+	Actin-related protein 2/3 complex subunit 1A-like Protein	3
TcasGA2-TC0070084	3.43878897585341e-16	0.450113096154281	0.405	0.287	3.64064588873601e-12	11	TcasGA2-TC007008	TcasGA2_TC007008	gnl|WGS:AAJJ|TC007008-PA	CG8336	uncharacterized protein Dmel_CG8336, isoform D	TcasGA2-TC007008	CM000279.2	12067984	12078505	10522	-	Peptidyl-prolyl cis-trans isomerase, rhodopsin-specific isozyme-like Protein	4
TcasGA2-TC0023512	3.72822249445328e-16	0.412956378771474	0.397	0.282	3.94706915487769e-12	11	TcasGA2-TC002351	TcasGA2_TC002351	gnl|WGS:AAJJ|TC002351-PA	ari-1	ariadne 1, isoform D	TcasGA2-TC002351	KQ973453.1	25062	30004	4943	-	Protein ariadne-1-like Protein	NA
TcasGA2-TC0327223	2.46131104726708e-14	0.349633473042754	0.363	0.26	2.60579000574165e-10	11	TcasGA2-TC032722	TcasGA2_TC032722	gnl|WGS:AAJJ|TC032722-PA	CG5157	uncharacterized protein Dmel_CG5157	TcasGA2-TC032722	CM000279.2	83135	83992	858	+	Cytochrome b5-like Protein	4
